canonical_path,state_slug,topic_slug,degree_segment,active_grants_count
florida/undergraduate/nursing,florida,nursing,undergraduate,402
florida/undergraduate/arts,florida,arts,undergraduate,402
florida/graduate/nursing,florida,nursing,graduate,267
florida/graduate/nursing,florida,nursing,mba,267
florida/graduate/arts,florida,arts,graduate,267
florida/graduate/arts,florida,arts,mba,267
california/high-school/nursing,california,nursing,high-school,245
california/high-school/arts,california,arts,high-school,245
california/high-school-senior/nursing,california,nursing,high-school-senior,207
california/high-school-senior/arts,california,arts,high-school-senior,207
california/undergraduate/nursing,california,nursing,undergraduate,181
california/undergraduate/arts,california,arts,undergraduate,181
illinois/high-school/nursing,illinois,nursing,high-school,173
illinois/high-school/arts,illinois,arts,high-school,173
florida/high-school/nursing,florida,nursing,high-school,148
florida/high-school/arts,florida,arts,high-school,148
connecticut/undergraduate/nursing,connecticut,nursing,undergraduate,135
connecticut/undergraduate/arts,connecticut,arts,undergraduate,135
illinois/high-school-senior/nursing,illinois,nursing,high-school-senior,135
illinois/high-school-senior/arts,illinois,arts,high-school-senior,135
connecticut/high-school/nursing,connecticut,nursing,high-school,130
connecticut/high-school/arts,connecticut,arts,high-school,130
connecticut/high-school-senior/nursing,connecticut,nursing,high-school-senior,121
connecticut/high-school-senior/arts,connecticut,arts,high-school-senior,121
texas/high-school/nursing,texas,nursing,high-school,119
texas/high-school/arts,texas,arts,high-school,119
massachusetts/undergraduate/nursing,massachusetts,nursing,undergraduate,113
massachusetts/undergraduate/arts,massachusetts,arts,undergraduate,113
florida/high-school-senior/nursing,florida,nursing,high-school-senior,110
florida/high-school-senior/arts,florida,arts,high-school-senior,110
indiana/high-school/nursing,indiana,nursing,high-school,106
indiana/high-school/arts,indiana,arts,high-school,106
texas/high-school-senior/nursing,texas,nursing,high-school-senior,102
texas/high-school-senior/arts,texas,arts,high-school-senior,102
washington/high-school/nursing,washington,nursing,high-school,86
washington/high-school/arts,washington,arts,high-school,86
washington/undergraduate/nursing,washington,nursing,undergraduate,80
washington/undergraduate/arts,washington,arts,undergraduate,80
washington/high-school-senior/nursing,washington,nursing,high-school-senior,76
washington/high-school-senior/arts,washington,arts,high-school-senior,76
california/graduate/nursing,california,nursing,graduate,75
california/graduate/nursing,california,nursing,mba,75
california/graduate/arts,california,arts,graduate,75
california/graduate/arts,california,arts,mba,75
florida/undergraduate/engineering,florida,engineering,undergraduate,74
pennsylvania/high-school/nursing,pennsylvania,nursing,high-school,74
pennsylvania/high-school/arts,pennsylvania,arts,high-school,74
massachusetts/high-school/nursing,massachusetts,nursing,high-school,72
massachusetts/high-school/arts,massachusetts,arts,high-school,72
oregon/high-school/nursing,oregon,nursing,high-school,68
oregon/high-school/arts,oregon,arts,high-school,68
virginia/undergraduate/nursing,virginia,nursing,undergraduate,65
virginia/undergraduate/arts,virginia,arts,undergraduate,65
connecticut/graduate/nursing,connecticut,nursing,graduate,64
connecticut/graduate/nursing,connecticut,nursing,mba,64
connecticut/graduate/arts,connecticut,arts,graduate,64
connecticut/graduate/arts,connecticut,arts,mba,64
massachusetts/graduate/nursing,massachusetts,nursing,graduate,64
massachusetts/graduate/nursing,massachusetts,nursing,mba,64
massachusetts/graduate/arts,massachusetts,arts,graduate,64
massachusetts/graduate/arts,massachusetts,arts,mba,64
pennsylvania/high-school-senior/nursing,pennsylvania,nursing,high-school-senior,56
pennsylvania/high-school-senior/arts,pennsylvania,arts,high-school-senior,56
virginia/high-school/nursing,virginia,nursing,high-school,56
virginia/high-school/arts,virginia,arts,high-school,56
massachusetts/high-school-senior/nursing,massachusetts,nursing,high-school-senior,55
massachusetts/high-school-senior/arts,massachusetts,arts,high-school-senior,55
illinois/undergraduate/nursing,illinois,nursing,undergraduate,53
illinois/undergraduate/arts,illinois,arts,undergraduate,53
virginia/high-school-senior/nursing,virginia,nursing,high-school-senior,50
virginia/high-school-senior/arts,virginia,arts,high-school-senior,50
florida/graduate/engineering,florida,engineering,graduate,49
florida/graduate/engineering,florida,engineering,mba,49
ohio/undergraduate/nursing,ohio,nursing,undergraduate,49
ohio/undergraduate/arts,ohio,arts,undergraduate,49
pennsylvania/undergraduate/nursing,pennsylvania,nursing,undergraduate,48
pennsylvania/undergraduate/arts,pennsylvania,arts,undergraduate,48
texas/undergraduate/nursing,texas,nursing,undergraduate,48
texas/undergraduate/arts,texas,arts,undergraduate,48
alaska/undergraduate/nursing,alaska,nursing,undergraduate,46
alaska/undergraduate/arts,alaska,arts,undergraduate,46
new-jersey/high-school/nursing,new-jersey,nursing,high-school,44
new-jersey/high-school/arts,new-jersey,arts,high-school,44
ohio/high-school/nursing,ohio,nursing,high-school,43
ohio/high-school/arts,ohio,arts,high-school,43
wisconsin/high-school/nursing,wisconsin,nursing,high-school,43
wisconsin/high-school/arts,wisconsin,arts,high-school,43
washington/graduate/nursing,washington,nursing,graduate,38
washington/graduate/nursing,washington,nursing,mba,38
washington/graduate/arts,washington,arts,graduate,38
washington/graduate/arts,washington,arts,mba,38
new-jersey/high-school-senior/nursing,new-jersey,nursing,high-school-senior,37
new-jersey/high-school-senior/arts,new-jersey,arts,high-school-senior,37
wisconsin/high-school-senior/nursing,wisconsin,nursing,high-school-senior,37
wisconsin/high-school-senior/arts,wisconsin,arts,high-school-senior,37
maine/high-school/nursing,maine,nursing,high-school,36
maine/high-school/arts,maine,arts,high-school,36
wisconsin/undergraduate/nursing,wisconsin,nursing,undergraduate,35
wisconsin/undergraduate/arts,wisconsin,arts,undergraduate,35
indiana/undergraduate/nursing,indiana,nursing,undergraduate,34
indiana/undergraduate/arts,indiana,arts,undergraduate,34
missouri/high-school/nursing,missouri,nursing,high-school,34
missouri/high-school/arts,missouri,arts,high-school,34
new-jersey/undergraduate/nursing,new-jersey,nursing,undergraduate,33
new-jersey/undergraduate/arts,new-jersey,arts,undergraduate,33
new-york/high-school/nursing,new-york,nursing,high-school,33
new-york/high-school/arts,new-york,arts,high-school,33
delaware/high-school/nursing,delaware,nursing,high-school,32
delaware/high-school/arts,delaware,arts,high-school,32
maine/high-school-senior/nursing,maine,nursing,high-school-senior,32
maine/high-school-senior/arts,maine,arts,high-school-senior,32
missouri/undergraduate/nursing,missouri,nursing,undergraduate,32
missouri/undergraduate/arts,missouri,arts,undergraduate,32
north-carolina/high-school/nursing,north-carolina,nursing,high-school,32
north-carolina/high-school/arts,north-carolina,arts,high-school,32
ohio/high-school-senior/nursing,ohio,nursing,high-school-senior,32
ohio/high-school-senior/arts,ohio,arts,high-school-senior,32
alaska/graduate/nursing,alaska,nursing,graduate,31
alaska/graduate/nursing,alaska,nursing,mba,31
alaska/graduate/arts,alaska,arts,graduate,31
alaska/graduate/arts,alaska,arts,mba,31
colorado/high-school/nursing,colorado,nursing,high-school,31
colorado/high-school/arts,colorado,arts,high-school,31
georgia/high-school/nursing,georgia,nursing,high-school,31
georgia/high-school/arts,georgia,arts,high-school,31
new-york/undergraduate/nursing,new-york,nursing,undergraduate,30
new-york/undergraduate/arts,new-york,arts,undergraduate,30
north-carolina/undergraduate/nursing,north-carolina,nursing,undergraduate,30
north-carolina/undergraduate/arts,north-carolina,arts,undergraduate,30
rhode-island/undergraduate/nursing,rhode-island,nursing,undergraduate,30
rhode-island/undergraduate/arts,rhode-island,arts,undergraduate,30
delaware/high-school-senior/nursing,delaware,nursing,high-school-senior,29
delaware/high-school-senior/arts,delaware,arts,high-school-senior,29
maryland/high-school/nursing,maryland,nursing,high-school,29
maryland/high-school/arts,maryland,arts,high-school,29
arizona/undergraduate/nursing,arizona,nursing,undergraduate,28
arizona/undergraduate/arts,arizona,arts,undergraduate,28
idaho/undergraduate/nursing,idaho,nursing,undergraduate,28
idaho/undergraduate/arts,idaho,arts,undergraduate,28
indiana/high-school-senior/nursing,indiana,nursing,high-school-senior,28
indiana/high-school-senior/arts,indiana,arts,high-school-senior,28
maine/undergraduate/nursing,maine,nursing,undergraduate,28
maine/undergraduate/arts,maine,arts,undergraduate,28
missouri/high-school-senior/nursing,missouri,nursing,high-school-senior,27
missouri/high-school-senior/arts,missouri,arts,high-school-senior,27
north-carolina/high-school-senior/nursing,north-carolina,nursing,high-school-senior,27
north-carolina/high-school-senior/arts,north-carolina,arts,high-school-senior,27
rhode-island/high-school/nursing,rhode-island,nursing,high-school,27
rhode-island/high-school/arts,rhode-island,arts,high-school,27
colorado/high-school-senior/nursing,colorado,nursing,high-school-senior,26
colorado/high-school-senior/arts,colorado,arts,high-school-senior,26
georgia/undergraduate/nursing,georgia,nursing,undergraduate,25
georgia/undergraduate/arts,georgia,arts,undergraduate,25
hawaii/undergraduate/nursing,hawaii,nursing,undergraduate,25
hawaii/undergraduate/arts,hawaii,arts,undergraduate,25
maryland/high-school-senior/nursing,maryland,nursing,high-school-senior,25
maryland/high-school-senior/arts,maryland,arts,high-school-senior,25
new-hampshire/undergraduate/nursing,new-hampshire,nursing,undergraduate,25
new-hampshire/high-school/nursing,new-hampshire,nursing,high-school,25
new-hampshire/undergraduate/arts,new-hampshire,arts,undergraduate,25
new-hampshire/high-school/arts,new-hampshire,arts,high-school,25
new-york/high-school-senior/nursing,new-york,nursing,high-school-senior,25
new-york/high-school-senior/arts,new-york,arts,high-school-senior,25
alaska/high-school/nursing,alaska,nursing,high-school,24
alaska/high-school/arts,alaska,arts,high-school,24
hawaii/high-school/nursing,hawaii,nursing,high-school,24
hawaii/high-school/arts,hawaii,arts,high-school,24
rhode-island/high-school-senior/nursing,rhode-island,nursing,high-school-senior,24
rhode-island/high-school-senior/arts,rhode-island,arts,high-school-senior,24
virginia/graduate/nursing,virginia,nursing,graduate,24
virginia/graduate/nursing,virginia,nursing,mba,24
virginia/graduate/arts,virginia,arts,graduate,24
virginia/graduate/arts,virginia,arts,mba,24
colorado/undergraduate/nursing,colorado,nursing,undergraduate,23
colorado/undergraduate/arts,colorado,arts,undergraduate,23
hawaii/high-school-senior/nursing,hawaii,nursing,high-school-senior,23
hawaii/high-school-senior/arts,hawaii,arts,high-school-senior,23
kentucky/undergraduate/nursing,kentucky,nursing,undergraduate,23
kentucky/high-school/nursing,kentucky,nursing,high-school,23
kentucky/undergraduate/arts,kentucky,arts,undergraduate,23
kentucky/high-school/arts,kentucky,arts,high-school,23
arizona/high-school/nursing,arizona,nursing,high-school,22
arizona/high-school/arts,arizona,arts,high-school,22
oregon/undergraduate/nursing,oregon,nursing,undergraduate,22
oregon/undergraduate/arts,oregon,arts,undergraduate,22
pennsylvania/graduate/nursing,pennsylvania,nursing,graduate,22
pennsylvania/graduate/nursing,pennsylvania,nursing,mba,22
pennsylvania/graduate/arts,pennsylvania,arts,graduate,22
pennsylvania/graduate/arts,pennsylvania,arts,mba,22
georgia/high-school-senior/nursing,georgia,nursing,high-school-senior,21
georgia/high-school-senior/arts,georgia,arts,high-school-senior,21
idaho/high-school/nursing,idaho,nursing,high-school,21
idaho/high-school/arts,idaho,arts,high-school,21
illinois/graduate/nursing,illinois,nursing,graduate,21
illinois/graduate/nursing,illinois,nursing,mba,21
illinois/graduate/arts,illinois,arts,graduate,21
illinois/graduate/arts,illinois,arts,mba,21
minnesota/high-school/nursing,minnesota,nursing,high-school,21
minnesota/high-school/arts,minnesota,arts,high-school,21
new-hampshire/high-school-senior/nursing,new-hampshire,nursing,high-school-senior,21
new-hampshire/high-school-senior/arts,new-hampshire,arts,high-school-senior,21
vermont/undergraduate/nursing,vermont,nursing,undergraduate,21
vermont/high-school/nursing,vermont,nursing,high-school,21
vermont/undergraduate/arts,vermont,arts,undergraduate,21
vermont/high-school/arts,vermont,arts,high-school,21
alaska/high-school-senior/nursing,alaska,nursing,high-school-senior,20
alaska/high-school-senior/arts,alaska,arts,high-school-senior,20
arizona/high-school-senior/nursing,arizona,nursing,high-school-senior,20
arizona/high-school-senior/arts,arizona,arts,high-school-senior,20
idaho/high-school-senior/nursing,idaho,nursing,high-school-senior,19
idaho/high-school-senior/arts,idaho,arts,high-school-senior,19
iowa/high-school/nursing,iowa,nursing,high-school,19
iowa/high-school/arts,iowa,arts,high-school,19
texas/graduate/nursing,texas,nursing,graduate,19
texas/graduate/nursing,texas,nursing,mba,19
texas/graduate/arts,texas,arts,graduate,19
texas/graduate/arts,texas,arts,mba,19
alabama/undergraduate/nursing,alabama,nursing,undergraduate,18
alabama/undergraduate/arts,alabama,arts,undergraduate,18
delaware/undergraduate/nursing,delaware,nursing,undergraduate,18
delaware/undergraduate/arts,delaware,arts,undergraduate,18
kentucky/high-school-senior/nursing,kentucky,nursing,high-school-senior,18
kentucky/high-school-senior/arts,kentucky,arts,high-school-senior,18
michigan/undergraduate/nursing,michigan,nursing,undergraduate,18
michigan/undergraduate/arts,michigan,arts,undergraduate,18
montana/undergraduate/nursing,montana,nursing,undergraduate,18
montana/high-school/nursing,montana,nursing,high-school,18
montana/undergraduate/arts,montana,arts,undergraduate,18
montana/high-school/arts,montana,arts,high-school,18
new-mexico/undergraduate/nursing,new-mexico,nursing,undergraduate,18
new-mexico/undergraduate/arts,new-mexico,arts,undergraduate,18
ohio/graduate/nursing,ohio,nursing,graduate,18
ohio/graduate/nursing,ohio,nursing,mba,18
ohio/graduate/arts,ohio,arts,graduate,18
ohio/graduate/arts,ohio,arts,mba,18
oregon/high-school-senior/nursing,oregon,nursing,high-school-senior,18
oregon/high-school-senior/arts,oregon,arts,high-school-senior,18
rhode-island/graduate/nursing,rhode-island,nursing,graduate,18
rhode-island/graduate/nursing,rhode-island,nursing,mba,18
rhode-island/graduate/arts,rhode-island,arts,graduate,18
rhode-island/graduate/arts,rhode-island,arts,mba,18
vermont/high-school-senior/nursing,vermont,nursing,high-school-senior,18
vermont/high-school-senior/arts,vermont,arts,high-school-senior,18
indiana/graduate/nursing,indiana,nursing,graduate,17
indiana/graduate/nursing,indiana,nursing,mba,17
indiana/graduate/arts,indiana,arts,graduate,17
indiana/graduate/arts,indiana,arts,mba,17
iowa/high-school-senior/nursing,iowa,nursing,high-school-senior,17
iowa/high-school-senior/arts,iowa,arts,high-school-senior,17
maine/graduate/nursing,maine,nursing,graduate,17
maine/graduate/nursing,maine,nursing,mba,17
maine/graduate/arts,maine,arts,graduate,17
maine/graduate/arts,maine,arts,mba,17
maryland/undergraduate/nursing,maryland,nursing,undergraduate,17
maryland/undergraduate/arts,maryland,arts,undergraduate,17
nevada/high-school/nursing,nevada,nursing,high-school,17
nevada/high-school/arts,nevada,arts,high-school,17
tennessee/undergraduate/nursing,tennessee,nursing,undergraduate,17
tennessee/undergraduate/arts,tennessee,arts,undergraduate,17
florida/high-school/engineering,florida,engineering,high-school,16
kansas/high-school/nursing,kansas,nursing,high-school,16
kansas/high-school/arts,kansas,arts,high-school,16
michigan/high-school/nursing,michigan,nursing,high-school,16
michigan/high-school/arts,michigan,arts,high-school,16
minnesota/undergraduate/nursing,minnesota,nursing,undergraduate,16
minnesota/undergraduate/arts,minnesota,arts,undergraduate,16
montana/high-school-senior/nursing,montana,nursing,high-school-senior,16
montana/high-school-senior/arts,montana,arts,high-school-senior,16
nevada/high-school-senior/nursing,nevada,nursing,high-school-senior,16
nevada/high-school-senior/arts,nevada,arts,high-school-senior,16
florida/phd/nursing,florida,nursing,phd,15
florida/phd/arts,florida,arts,phd,15
minnesota/high-school-senior/nursing,minnesota,nursing,high-school-senior,15
minnesota/high-school-senior/arts,minnesota,arts,high-school-senior,15
nevada/undergraduate/nursing,nevada,nursing,undergraduate,15
nevada/undergraduate/arts,nevada,arts,undergraduate,15
new-york/graduate/nursing,new-york,nursing,graduate,15
new-york/graduate/nursing,new-york,nursing,mba,15
new-york/graduate/arts,new-york,arts,graduate,15
new-york/graduate/arts,new-york,arts,mba,15
south-carolina/undergraduate/nursing,south-carolina,nursing,undergraduate,15
south-carolina/undergraduate/arts,south-carolina,arts,undergraduate,15
arizona/graduate/nursing,arizona,nursing,graduate,14
arizona/graduate/nursing,arizona,nursing,mba,14
arizona/graduate/arts,arizona,arts,graduate,14
arizona/graduate/arts,arizona,arts,mba,14
georgia/graduate/nursing,georgia,nursing,graduate,14
georgia/graduate/nursing,georgia,nursing,mba,14
georgia/graduate/arts,georgia,arts,graduate,14
georgia/graduate/arts,georgia,arts,mba,14
mississippi/undergraduate/nursing,mississippi,nursing,undergraduate,14
mississippi/undergraduate/arts,mississippi,arts,undergraduate,14
utah/undergraduate/nursing,utah,nursing,undergraduate,14
utah/undergraduate/arts,utah,arts,undergraduate,14
wyoming/high-school/nursing,wyoming,nursing,high-school,14
wyoming/high-school-senior/nursing,wyoming,nursing,high-school-senior,14
wyoming/high-school/arts,wyoming,arts,high-school,14
wyoming/high-school-senior/arts,wyoming,arts,high-school-senior,14
arkansas/undergraduate/nursing,arkansas,nursing,undergraduate,13
arkansas/undergraduate/arts,arkansas,arts,undergraduate,13
kansas/undergraduate/nursing,kansas,nursing,undergraduate,13
kansas/high-school-senior/nursing,kansas,nursing,high-school-senior,13
kansas/undergraduate/arts,kansas,arts,undergraduate,13
kansas/high-school-senior/arts,kansas,arts,high-school-senior,13
michigan/high-school-senior/nursing,michigan,nursing,high-school-senior,13
michigan/high-school-senior/arts,michigan,arts,high-school-senior,13
missouri/graduate/nursing,missouri,nursing,graduate,13
missouri/graduate/nursing,missouri,nursing,mba,13
missouri/graduate/arts,missouri,arts,graduate,13
missouri/graduate/arts,missouri,arts,mba,13
new-hampshire/graduate/nursing,new-hampshire,nursing,graduate,13
new-hampshire/graduate/nursing,new-hampshire,nursing,mba,13
new-hampshire/graduate/arts,new-hampshire,arts,graduate,13
new-hampshire/graduate/arts,new-hampshire,arts,mba,13
new-mexico/high-school/nursing,new-mexico,nursing,high-school,13
new-mexico/high-school-senior/nursing,new-mexico,nursing,high-school-senior,13
new-mexico/high-school/arts,new-mexico,arts,high-school,13
new-mexico/high-school-senior/arts,new-mexico,arts,high-school-senior,13
south-carolina/high-school/nursing,south-carolina,nursing,high-school,13
south-carolina/high-school/arts,south-carolina,arts,high-school,13
california/undergraduate/engineering,california,engineering,undergraduate,12
colorado/graduate/nursing,colorado,nursing,graduate,12
colorado/graduate/nursing,colorado,nursing,mba,12
colorado/graduate/arts,colorado,arts,graduate,12
colorado/graduate/arts,colorado,arts,mba,12
idaho/graduate/nursing,idaho,nursing,graduate,12
idaho/graduate/nursing,idaho,nursing,mba,12
idaho/graduate/arts,idaho,arts,graduate,12
idaho/graduate/arts,idaho,arts,mba,12
iowa/undergraduate/nursing,iowa,nursing,undergraduate,12
iowa/undergraduate/arts,iowa,arts,undergraduate,12
kentucky/graduate/nursing,kentucky,nursing,graduate,12
kentucky/graduate/nursing,kentucky,nursing,mba,12
kentucky/graduate/arts,kentucky,arts,graduate,12
kentucky/graduate/arts,kentucky,arts,mba,12
new-jersey/graduate/nursing,new-jersey,nursing,graduate,12
new-jersey/graduate/nursing,new-jersey,nursing,mba,12
new-jersey/graduate/arts,new-jersey,arts,graduate,12
new-jersey/graduate/arts,new-jersey,arts,mba,12
oklahoma/high-school/nursing,oklahoma,nursing,high-school,12
oklahoma/high-school/arts,oklahoma,arts,high-school,12
vermont/graduate/nursing,vermont,nursing,graduate,12
vermont/graduate/nursing,vermont,nursing,mba,12
vermont/graduate/arts,vermont,arts,graduate,12
vermont/graduate/arts,vermont,arts,mba,12
wyoming/undergraduate/nursing,wyoming,nursing,undergraduate,12
wyoming/undergraduate/arts,wyoming,arts,undergraduate,12
california/high-school/engineering,california,engineering,high-school,11
connecticut/high-school/engineering,connecticut,engineering,high-school,11
connecticut/high-school-senior/engineering,connecticut,engineering,high-school-senior,11
florida/high-school-senior/engineering,florida,engineering,high-school-senior,11
louisiana/undergraduate/nursing,louisiana,nursing,undergraduate,11
louisiana/undergraduate/arts,louisiana,arts,undergraduate,11
nebraska/high-school/nursing,nebraska,nursing,high-school,11
nebraska/high-school-senior/nursing,nebraska,nursing,high-school-senior,11
nebraska/high-school/arts,nebraska,arts,high-school,11
nebraska/high-school-senior/arts,nebraska,arts,high-school-senior,11
tennessee/high-school/nursing,tennessee,nursing,high-school,11
tennessee/high-school/arts,tennessee,arts,high-school,11
west-virginia/undergraduate/nursing,west-virginia,nursing,undergraduate,11
west-virginia/high-school/nursing,west-virginia,nursing,high-school,11
west-virginia/undergraduate/arts,west-virginia,arts,undergraduate,11
west-virginia/high-school/arts,west-virginia,arts,high-school,11
alabama/high-school/nursing,alabama,nursing,high-school,10
alabama/high-school/arts,alabama,arts,high-school,10
arkansas/high-school/nursing,arkansas,nursing,high-school,10
arkansas/high-school/arts,arkansas,arts,high-school,10
nebraska/undergraduate/nursing,nebraska,nursing,undergraduate,10
nebraska/undergraduate/arts,nebraska,arts,undergraduate,10
oklahoma/undergraduate/nursing,oklahoma,nursing,undergraduate,10
oklahoma/undergraduate/arts,oklahoma,arts,undergraduate,10
oregon/graduate/nursing,oregon,nursing,graduate,10
oregon/graduate/nursing,oregon,nursing,mba,10
oregon/graduate/arts,oregon,arts,graduate,10
oregon/graduate/arts,oregon,arts,mba,10
tennessee/graduate/nursing,tennessee,nursing,graduate,10
tennessee/graduate/nursing,tennessee,nursing,mba,10
tennessee/graduate/arts,tennessee,arts,graduate,10
tennessee/graduate/arts,tennessee,arts,mba,10
alabama/graduate/nursing,alabama,nursing,graduate,9
alabama/graduate/nursing,alabama,nursing,mba,9
alabama/graduate/arts,alabama,arts,graduate,9
alabama/graduate/arts,alabama,arts,mba,9
connecticut/undergraduate/engineering,connecticut,engineering,undergraduate,9
hawaii/phd/nursing,hawaii,nursing,phd,9
hawaii/phd/arts,hawaii,arts,phd,9
illinois/high-school/engineering,illinois,engineering,high-school,9
louisiana/high-school/nursing,louisiana,nursing,high-school,9
louisiana/high-school/arts,louisiana,arts,high-school,9
maryland/graduate/nursing,maryland,nursing,graduate,9
maryland/graduate/nursing,maryland,nursing,mba,9
maryland/graduate/arts,maryland,arts,graduate,9
maryland/graduate/arts,maryland,arts,mba,9
mississippi/high-school/nursing,mississippi,nursing,high-school,9
mississippi/high-school/arts,mississippi,arts,high-school,9
north-carolina/graduate/nursing,north-carolina,nursing,graduate,9
north-carolina/graduate/nursing,north-carolina,nursing,mba,9
north-carolina/graduate/arts,north-carolina,arts,graduate,9
north-carolina/graduate/arts,north-carolina,arts,mba,9
south-dakota/high-school/nursing,south-dakota,nursing,high-school,9
south-dakota/high-school-senior/nursing,south-dakota,nursing,high-school-senior,9
south-dakota/high-school/arts,south-dakota,arts,high-school,9
south-dakota/high-school-senior/arts,south-dakota,arts,high-school-senior,9
wisconsin/graduate/nursing,wisconsin,nursing,graduate,9
wisconsin/graduate/nursing,wisconsin,nursing,mba,9
wisconsin/graduate/arts,wisconsin,arts,graduate,9
wisconsin/graduate/arts,wisconsin,arts,mba,9
arkansas/high-school-senior/nursing,arkansas,nursing,high-school-senior,8
arkansas/high-school-senior/arts,arkansas,arts,high-school-senior,8
california/graduate/engineering,california,engineering,graduate,8
california/graduate/engineering,california,engineering,mba,8
hawaii/graduate/nursing,hawaii,nursing,graduate,8
hawaii/graduate/nursing,hawaii,nursing,mba,8
hawaii/graduate/arts,hawaii,arts,graduate,8
hawaii/graduate/arts,hawaii,arts,mba,8
michigan/graduate/nursing,michigan,nursing,graduate,8
michigan/graduate/nursing,michigan,nursing,mba,8
michigan/graduate/arts,michigan,arts,graduate,8
michigan/graduate/arts,michigan,arts,mba,8
south-carolina/high-school-senior/nursing,south-carolina,nursing,high-school-senior,8
south-carolina/high-school-senior/arts,south-carolina,arts,high-school-senior,8
tennessee/high-school-senior/nursing,tennessee,nursing,high-school-senior,8
tennessee/high-school-senior/arts,tennessee,arts,high-school-senior,8
utah/high-school/nursing,utah,nursing,high-school,8
utah/high-school/arts,utah,arts,high-school,8
virginia/undergraduate/engineering,virginia,engineering,undergraduate,8
virginia/high-school/engineering,virginia,engineering,high-school,8
virginia/high-school-senior/engineering,virginia,engineering,high-school-senior,8
west-virginia/high-school-senior/nursing,west-virginia,nursing,high-school-senior,8
west-virginia/high-school-senior/arts,west-virginia,arts,high-school-senior,8
alabama/high-school-senior/nursing,alabama,nursing,high-school-senior,7
alabama/high-school-senior/arts,alabama,arts,high-school-senior,7
delaware/graduate/nursing,delaware,nursing,graduate,7
delaware/graduate/nursing,delaware,nursing,mba,7
delaware/graduate/arts,delaware,arts,graduate,7
delaware/graduate/arts,delaware,arts,mba,7
illinois/undergraduate/engineering,illinois,engineering,undergraduate,7
illinois/high-school-senior/engineering,illinois,engineering,high-school-senior,7
kansas/graduate/nursing,kansas,nursing,graduate,7
kansas/graduate/nursing,kansas,nursing,mba,7
kansas/graduate/arts,kansas,arts,graduate,7
kansas/graduate/arts,kansas,arts,mba,7
louisiana/high-school-senior/nursing,louisiana,nursing,high-school-senior,7
louisiana/high-school-senior/arts,louisiana,arts,high-school-senior,7
minnesota/graduate/nursing,minnesota,nursing,graduate,7
